col0,col1,col2
villa de l'Adour,France,19th arrondissement of Paris
villa Toccata,France,19th arrondissement of Paris
Villa Sonatine,France,19th arrondissement of Paris
villa Rémi-Belleau,France,19th arrondissement of Paris
villa Maurice-Rollinat,France,19th arrondissement of Paris
villa Marcel-Lods,France,19th arrondissement of Paris
villa Cantate,France,19th arrondissement of Paris
villa Boléro,France,19th arrondissement of Paris
villa Amalia,France,19th arrondissement of Paris
square d'Aquitaine,France,19th arrondissement of Paris
villa des Arts,France,18th arrondissement of Paris
