col0,col1,col2
Iraqi Army,Iraqi Armed Forces,283000
Afghan National Army,Afghan Armed Forces,100000
Hellenic Army,Hellenic Armed Forces,86150
Land Component,Belgian Armed Forces,22600
Royal Bahraini Army,Bahrain Defence Force,2300
Myanmar Army,Tatmadaw,153000
Latvian Land Forces,Latvian National Armed Forces,14845
Canadian Army,Canadian Armed Forces,15200
Australian Army,Australian Defence Force,22900
Brazilian Army,Brazilian Armed Forces,72000
Republic of Korea Army,Republic of Korea Armed Forces,506000
Irish Army,Defence Forces,7520
Indian Army,Indian Armed Forces,960000
Bulgarian Land Forces,Bulgarian Army,40000
Japan Ground Self-Defense Force,Japan Self-Defense Forces,138610
Kuwaiti Army,Kuwait Armed Forces,11000
Honduran Army,Armed Forces of Honduras,32225
Land Forces,Algerian Armed Forces,70000
Chadian ground forces,Military of Chad,5000
Chilean Army,Armed Forces of Chile,20000
