col0,col1,col2
79th Guards Rifle Division,Order of Lenin,Eastern Front of World War II
18th Guards Motor Rifle Division,"Order of Suvorov, 2nd class",Cold War
40th Guards Rifle Division,"Order of Suvorov, 2nd class",World War II
7th military base,Order of the Red Star,First Chechen War
74th Guards Rifle Division,"Order of Bogdan Khmelnitsky, 2nd class",World War II
77th Guards Rifle Division,"Order of Suvorov, 2nd class",World War II
75th Guards Rifle Division,"Order of Suvorov, 2nd class",World War II
73rd Rifle Division,"Order of Suvorov, 2nd class",World War II
6th Rifle Division,"Order of Suvorov, 2nd class",World War II
80th Rifle Division,"Order of Kutuzov, 2nd class",World War II
69th Rifle Division,"Order of Kutuzov, 2nd class",World War II
383rd Rifle Division,Order of the Red Banner,World War II
8th Guards Rifle Division,Order of Lenin,World War II
11th Guards Rifle Division,"Order of Suvorov, 2nd class",World War II
99th Rifle Division,"Order of Suvorov, 2nd class",World War II
13th Guards Rifle Division,"Order of Kutuzov, 2nd class",World War II
15th Rifle Division,Order of the Red Banner of Labour,World War II
55th Guards Rifle Division,Order of the Red Banner of Labour,World War II
