col0,col1,col2
TSV NOAD,Derde Klasse,association football
Door Wilskracht Sterk,Vierde Klasse,association football
Be Quick '28,Eerste Klasse,association football
HZVV,Eerste Klasse,association football
Sportclub Enschede,Eerste Klasse,association football
Blauw-Wit Amsterdam,Eerste Klasse,association football
Dijkse Boys,Eerste Klasse,association football
VV Berkum,Hoofdklasse,association football
VV Gemert,Hoofdklasse,association football
Sparta Nijkerk,Hoofdklasse,association football
HSV Hoek,Hoofdklasse,association football
SV Argon,Hoofdklasse,association football
DHC Delft,Hoofdklasse,association football
LRC Leerdam,Hoofdklasse,association football
