col0,col1,col2
2002 Scotland rugby union tour of North America,2002-01-01,rugby union
2000 Scotland rugby union tour of New Zealand,2000-01-01,rugby union
1999 Scotland rugby union tour of South Africa,1999-01-01,rugby union
1998 Scotland rugby union tour of Oceania,1998-01-01,rugby union
1996 Scotland rugby union tour of Zimbabwe,1996-01-01,rugby union
1994 Scotland rugby union tour of Argentina,1994-01-01,rugby union
1993 Scotland rugby union tour of South Pacific,1993-01-01,rugby union
1992 Scotland rugby union tour of Australia,1992-01-01,rugby union
1990 Scotland rugby union tour of New Zealand,1990-01-01,rugby union
1989 Scotland rugby union tour of Japan,1989-01-01,rugby union
1995 Scotland rugby union tour of Zimbabwe,1995-01-01,rugby union
1982 Scotland rugby union tour of Australia,1982-01-01,rugby union
1975 Scotland rugby union tour of New Zealand,1975-01-01,rugby union
1969 Scotland rugby union tour of Argentina,1969-01-01,rugby union
2002 Romania rugby union tour of British Isles,2002-01-01,rugby union
1998 Romania rugby union tour of Argentina,1998-01-01,rugby union
1991 Romania rugby union tour of New Zealand,1991-01-01,rugby union
1980 Romania rugby union tour of Ireland,1980-01-01,rugby union
1979 Romania rugby union tour of Wales,1979-01-01,rugby union
1975 Romania rugby union tour of New Zealand,1975-01-01,rugby union
