col0,col1,col2
16th Cabinet of Puerto Rico,15th Cabinet of Puerto Rico,Alejandro García Padilla
First Labour Government of New Zealand,Liberal–Reform coalition Government of New Zealand,Michael Joseph Savage
Cabinet of Sigurður Eggerz,Second cabinet of Jón Magnússon,Sigurður Eggerz
First Dudley Senanayake cabinet,D. S. Senanayake cabinet,Dudley Senanayake
Cabinet of Gunnar Thoroddsen,Cabinet of Benedikt Sigurðsson Gröndal,Gunnar Thoroddsen
Cabinet of Jóhann Hafstein,Cabinet of Bjarni Benediktsson,Jóhann Hafstein
D. S. Senanayake cabinet,Second Board of Ministers of Ceylon,Don Stephen Senanayake
Cabinet of Jón Þorláksson,Third cabinet of Jón Magnússon,Jón Þorláksson
Cabinet of Tryggvi Þórhallsson,Cabinet of Jón Þorláksson,Tryggvi Þórhallsson
Forde Ministry,Second Curtin Ministry,Frank Forde
