col0,col1,col2,col3
Southern Ming Dynasty,Nanjing,historical Chinese state,1644-01-01
Southern Han,Guangzhou,historical Chinese state,0917-01-01
Wuyue,Hangzhou,historical Chinese state,0907-01-01
Chu,Changsha,historical Chinese state,0907-01-01
Min,Fuzhou,historical Chinese state,0909-01-01
Later Zhou dynasty,Kaifeng,historical Chinese state,0951-01-01
Later Jin Dynasty,Taiyuan,historical Chinese state,0936-01-01
Western Yan,Chang'an,historical Chinese state,0384-01-01
Southern Song Dynasty,Lin'an Prefecture,historical Chinese state,1127-01-01
Northern Qi,Ye,historical Chinese state,0550-01-01
Western Wei,Chang'an,historical Chinese state,0535-01-01
Later Tang Dynasty,Daming County,historical Chinese state,0923-01-01
