col0,col1,col2,col3
Janáček Academy of Music and Performing Arts,Brno,Czech Republic,1947-01-01
Donetsk Music Academy,Donetsk,Ukraine,1991-01-01
Estonian Academy of Music and Theatre,Tallinn City,Estonia,1918-11-17
Trossingen University of Music,Trossingen,Germany,1946-01-01
Hochschule für Musik „Franz Liszt“,Weimar,Germany,1872-01-01
Hochschule für Musik Würzburg,Würzburg,Germany,1973-01-01
Hochschule für Kirchenmusik Heidelberg,Heidelberg,Germany,1931-01-01
Lübeck Academy of Music,Lübeck,Germany,1973-01-01
Musikhochschule Münster,Münster,Germany,1972-01-01
Popakademie Baden-Württemberg,Mannheim,Germany,2003-01-01
