col0,col1,col2
Russian Archaeological Institute of Constantinople,1894-01-01,Ottoman Empire
Kommission für das Corpus Vasorum Antiquorum bei der Bayerischen Akademie der Wissenschaften Deutschland,1935-01-01,Germany
"Institute of Classical Archaeology, University of Heidelberg",1866-01-01,Germany
Winckelmann-Institut,1851-01-01,Germany
Deutsches Archäologisches Institut. Eurasien-Abteilung,1995-01-01,Germany
Winckelmann-Gesellschaft,1940-01-01,Germany
Deutsches Archäologisches Institut. Römisch-Germanische Kommission,1902-01-01,Germany
Romano-Germanic Museum,1946-01-01,Germany
Shaanxi Provincial Institute of Archaeology,1958-01-01,People's Republic of China
"Institute of Archaeology, Chinese Academy of Social Sciences",1950-01-01,People's Republic of China
Beazley Archive,1970-01-01,United Kingdom
Cairo Branch of the German Archaeological Institute,1907-01-01,Egypt
German Archaeological Institute at Istanbul,1929-01-01,Turkey
Norwegian Institute at Athens,1989-01-01,Greece
Swedish Institute at Athens,1948-01-01,Greece
British School at Athens,1886-01-01,Greece
German Archaeological Institute at Athens,1872-01-01,Greece
Belgian School at Athens,1985-01-01,Greece
Australian Archaeological Institute at Athens,1980-01-01,Greece
Swiss School of Archaeology in Greece,1964-01-01,Greece
