col0,col1,col2
Cross fou Military Valour,1956/10/12,Médaille de la Gendarmerie nationale
Militar| Cross,1885/02/11,Military Decoration
Medal of Valo,1970/01/01,Medal of Courage
Orderof 9 September 1944,1945/09/09,Order of People's Freedom
Duppeo Storm Cross,1864/10/18,Alsen Cross
Oder f Military Merit,1994/03/02,Order of Naval Merit
Order of Nakhioov,1944/03/03,Order of Courage
Purple Hebrt,1932/02/22,Defense Meritorious Service Medal
Military Medal of Luxembrurg,1945/10/30,Cross of Honour and Military Merit
Midalka għall-Qlubija,1975/01/01,Midalja għall-Qadi tar-Repubblika
Orer of the Military Cross,2006/01/01,Order of the Cross of Independence
Scharnhotst Order,1966/02/17,"Order ""For Merit to the Fatherland"""
Ctoss of Liberty,1919/02/24,Order of the National Coat of Arms
Dkstinguished Service Cross,1914/10/01,Military Cross
Order of Kxtuzov,1942/07/29,Order of Nakhimov
