col0,col1,col2,col3
Door County Maritime Museum,United States of America,Sturgeon Bay,Sturgeon Bay
Tilghman Watermen's Museum,United States of America,Tilghman Island,Tilghman Island
YM Oceanic Culture and Art Museum,Taiwan,Ren'ai District,Ren'ai District
YM Museum of Marine Exploration Kaohsiung,Taiwan,Cijin District,Cijin District
Nationaal Sleepvaart Museum,Netherlands,Maassluis,Maassluis
Evergreen Maritime Museum,Taiwan,Zhongzheng District,Zhongzheng District
"Windermere Jetty: Museum of Boats, Steam and Stories",United Kingdom,Windermere,Windermere
Merseyside Maritime Museum,United Kingdom,Liverpool,Liverpool
Maritime Museum in Odessa,Ukraine,Odessa,Odessa
Vikin Maritime Museum,Iceland,Reykjavík,Reykjavík
Böd of Gremista,United Kingdom,Shetland Islands,Gremista
Milford Haven Museum,United Kingdom,Milford Haven,The Customs House (Formerly Listed as Vaughan's Store) The Docks
Submarine Force Library and Museum,United States of America,Connecticut,Groton
Great Lakes Shipwreck Museum,United States of America,Michigan,Whitefish Point Light
Port Victoria Maritime Museum,Australia,South Australia,Port Victoria
Osborne House,Australia,Victoria,North Geelong
