col0,col1,col2
Alphaduct,Czech Republic,akciová společnost
GES Media Asset,Czech Republic,akciová společnost
FTV Prima Holding,Czech Republic,akciová společnost
Kildara,Czech Republic,akciová společnost
FTV Premiéra,Czech Republic,akciová společnost
Echo Media,Czech Republic,akciová společnost
gofanco,United States of America,privately held company
Discovery App,Germany,GmbH
Avangard Malz,Germany,Aktiengesellschaft
TeamViewer GmbH,Germany,Aktiengesellschaft
Amici's East Coast Pizzeria,United States of America,corporation
Multicom,Norway,joint-stock company
Dr. August Oetker KG,Germany,Kommanditgesellschaft (Germany)
Nara Co-op,Japan,cooperative
Heuliez Bus,France,Société anonyme
Fresenius SE & Co. KGaA,Germany,SE & Co. KGaA
Walter Aircraft Engines,Czech Republic,akciová společnost
Tecnica Group,Italy,S.p.A.
