col0,col1,col2,col3
United Airlines,Boeing 757,United Airlines Holdings,United Airlines Holdings
KLM,Boeing 777,Air France-KLM,Air France-KLM
Xiamen Airlines,Boeing 757,China Southern Airlines,China Southern Airlines
Air Dolomiti,ATR 72,Lufthansa,Lufthansa
Swiss International Air Lines,A330,Lufthansa,Lufthansa
Brussels Airlines,A320 family,Lufthansa,Lufthansa
Blue1,Boeing 717,Scandinavian Airlines,SAS Group
Korean Air,Airbus A380,National Pension Service,Hanjin
LOT Polish Airlines,Boeing 787 Dreamliner,Polska Grupa Lotnicza,State Treasury
Pakistan International Airlines,Boeing 777,Government of Pakistan,Ministry of Defense
Olympic Air,A320 family,Marfin Investment Group,Aegean Airlines
LATAM Chile,Boeing 767,LATAM Airlines Group,LATAM Airlines Group
