col0,col1,col2
Melbourne Girls Grammar,Victoria,1893-01-01
Kardinia International College,Victoria,1996-01-01
Hutchins School,Tasmania,1846-01-01
Friends School of Minnesota,Saint Paul,1988-01-01
Carfax College,Oxfordshire,2008-01-01
"St Clare's, Oxford",Oxfordshire,1953-01-01
Abingdon School,Oxfordshire,1980-09-30
Privatskolen Als,Sønderborg Municipality,1988-01-01
St. Bernard's School,Manhattan,1904-01-01
Little Red School House,Manhattan,1921-01-01
Collegiate School,Manhattan,1628-01-01
St. John's Preparatory School,Harare,1956-01-01
St. Christopher's School,Harare,2010-01-01
Chisipite Senior School,Harare,1954-01-01
