col0,col1,col2,col3
Magic Bus,animated film,anime industry,Satoshi Dezaki
Production I.G,anime,video game industry,Mitsuhisa Ishikawa
Studio 4°C,anime,video game industry,Eiko Tanaka
Ajia-do Animation Works,anime,anime industry,Tsutomu Shibayama
Klasky Csupo,animated film,film industry,Gábor Csupó
Laika,film,film industry,Phil Knight
Tatsunoko Production,anime,anime industry,Tatsuo Yoshida
Tezuka Productions,anime,anime industry,Osamu Tezuka
Mushi Production,anime,anime industry,Osamu Tezuka
Pixar,software,film industry,Edwin Catmull
Warner Bros.,comics,filmmaking,Jack Warner
Studio Ghibli,animated film,video game industry,Hayao Miyazaki
Khara,Rebuild of Evangelion,anime industry,Hideaki Anno
Gainax,anime,anime industry,Hideaki Anno
DreamWorks Animation,list of animated short films,filmmaking,Steven Spielberg
DreamWorks,software,filmmaking,Steven Spielberg
Amblin Entertainment,film,cinematography,Steven Spielberg
Walt Disney Animation Studios,animated film,film industry,Walt Disney
Wit Studio,anime,anime industry,George Wada
Hot Animation,children's television series,mass media,Jackie Cockle
