col0,col1,col2,col3,col4
Ferro Carril Oeste,Buenos Aires,Primera B Nacional,multi-sport club,1904-07-28
All Boys,Monte Castro,Primera B Nacional,multi-sport club,1913-03-15
Racing Club de Avellaneda,Avellaneda,Superliga Argentina,multi-sport club,1903-03-25
Åbo IFK,Turku,Kakkonen,multi-sport club,1908-01-01
Vasas SC,Budapest,Nemzeti Bajnokság I,multi-sport club,1911-03-16
Club Atlético San Lorenzo de Almagro,Buenos Aires,Superliga Argentina,multi-sport club,1908-04-01
C.A. Vélez Sarsfield,Buenos Aires,Superliga Argentina,multi-sport club,1910-01-01
Grasshopper Club Zürich,Zürich,Swiss Super League,multi-sport club,1886-01-01
Boca Juniors,Buenos Aires,Superliga Argentina,multi-sport club,1905-04-03
Club Atlético River Plate,Buenos Aires,Superliga Argentina,multi-sport club,1901-05-25
Grasshopper Club Zürich,Zürich,Swiss Super League,rowing club,1886-01-01
Deportivo Laferrere,Gregorio de Laferrere,Primera C,association football club,1956-07-09
All Boys,Monte Castro,Primera B Nacional,association football club,1913-03-15
