col0,col1,col2,col3
St Johns College,United Kingdom,City and County of Cardiff,St Mellons
Tara Anglican School for Girls,Australia,New South Wales,North Parramatta
St Paul's College,Australia,Port Adelaide Enfield,Gilles Plains
Oulunkylän yhteiskoulu,Finland,Helsinki,Patola
The Cathedral School,United Kingdom,City and County of Cardiff,Llandaff
Washington Christian Academy,United States of America,Montgomery County,Olney
Melvin J. Berman Hebrew Academy,United States of America,Montgomery County,Aspen Hill
Xavier College,Australia,City of Boroondara,Kew
Ying Hua International School,United States of America,Kingston,Laurel Avenue School
Winchester School,United States of America,Montgomery County,Aspen Hill
Jenisch-Gymnasium,Germany,Altona,Osdorf
Phorms-Schule in Hamburg,Germany,Hamburg-Mitte,Hammerbrook
