col0,col1,col2,col3
HMS Norrtälje,Swedish Navy,Norrtälje,ceremonial ship launching
HMS Strömstad,Swedish Navy,Strömstad,ceremonial ship launching
HMS Västervik,Swedish Navy,Västervik,ceremonial ship launching
HMS Ystad,Swedish Navy,Ystad,ceremonial ship launching
HMS Norrköping,Swedish Navy,Norrköping,ceremonial ship launching
HMS Umeå,Swedish Navy,Umeå,ceremonial ship launching
HMS Västerås,Swedish Navy,Västerås,ceremonial ship launching
HMS Piteå,Swedish Navy,Piteå,ceremonial ship launching
HMS Varberg,Swedish Navy,Varberg,ceremonial ship launching
HMS Plejad,Swedish Navy,Pleiades,ceremonial ship launching
HMS Pollux,Swedish Navy,Pollux,ceremonial ship launching
HMS Regulus,Swedish Navy,Regulus,ceremonial ship launching
HMS Polaris,Swedish Navy,Polaris,ceremonial ship launching
HMS Rigel,Swedish Navy,Rigel,ceremonial ship launching
HMS Virgo,Swedish Navy,Virgo,ceremonial ship launching
HMS Vega,Swedish Navy,Vega,ceremonial ship launching
HMS Sirius,Swedish Navy,Sirius,ceremonial ship launching
HMS Romulus,Royal Navy,Romulus,ceremonial ship launching
HMS Nynäshamn,Swedish Navy,Nynäshamn,collision
Astrea,Swedish Navy,Astraea,ceremonial ship launching
