col0,col1,col2,col3
The Jesus and Mary Chain,rock band,Jesus Christ,1983-01-01
Paul Revere and the Raiders,rock band,Paul Revere,1958-01-01
Mumiy Troll,rock band,Moomin,1983-01-01
Starclub,rock band,Star-Club,1991-01-01
Winny Puhh,rock band,Winnie the Pooh,1994-09-28
The Velvet Underground,rock band,The Velvet Underground,1965-01-01
Drummer,rock band,drummer,2009-01-01
The Moody Blues,rock band,Mood Indigo,1964-01-01
Stratovarius,rock band,Fender Stratocaster,1984-01-01
Amon Amarth,rock band,Mount Doom,1992-01-01
