col0,col1,col2
Roubaix Métropole européenne de Lille 2016,road bicycle racing,Roubaix Lille Métropole 2017
Cycling Academy 2016,road bicycle racing,Israel Cycling Academy 2017
Alpha Baltic-Unitymarathons.com 2011,road bicycle racing,Alpha Baltic-Unitymarathons.com 2012
OneCo 2013,road bicycle racing,Motiv3 2014
OneCo-Mesterhus 2012,road bicycle racing,OneCo 2013
Alpha Baltic-Unitymarathons.com 2013,road bicycle racing,Alpha Baltic-Unitymarathons.com 2014
Trefor 2013,road bicycle racing,Trefor-Blue Water 2014
2017 Hainan Jilun Cycling Team,cycle sport,2018 Hainan Jilun Cycling Team
2012 Gan Su Sports Lottery,road bicycle racing,2013 Gan Su Sports Lottery Cycling Team
Sauerland NRW-Henley & Partners 2016,road bicycle racing,Sauerland NRW-Henley & Partners 2017
AC Sparta Praha 2015,road bicycle racing,AC Sparta Praha 2016
Shimano Racing 2015,road bicycle racing,Shimano Racing Team 2016
Qinghai Tianyoude 2015,road bicycle racing,2016 Qinghai Tianyoude
2015 Holy Brother,road bicycle racing,2016 Holy Brother
CK Příbram Fany Gastro 2015,road bicycle racing,CK Příbram Fany Gastro 2016
