col0,col1,col2
Church of the ascension,Diocese of Pskov and Velikiye Luki,1900-01-01
"Monastery of the Dormition of the Theotokos, Krasnoslobodsk",Penza Eparchy,1810-01-01
Church of the Transfiguration in Preobrazhenskoye,Moscow Eparchy,1800-01-01
Church of Yaroslavl Miracle-Workers (Kazan),Diocese of Kazan and Tatarstan,1796-01-01
"Saint Seraphim of Sarov Church, Turnaevo",Iskitim diocese,1912-01-01
Church of the Nativity in Pridacha,Diocese of Voronezh,1680-01-01
"Saint Alexander Nevsky Church, Pskov",Diocese of Pskov and Velikiye Luki,1908-01-01
Taininskoye Church,Moscow Eparchy,1401-01-01
Church of Theotokos Orans in Aksinyino,Moscow Eparchy,1708-01-01
"Church of Trinity na Gryazekh, Moscow",Moscow Eparchy,1501-01-01
Holy Trinity Church in Troitskoe-Golenischevo,Moscow Eparchy,1644-01-01
