col0,col1,col2,col3,col4,col5
Kolbri,Kolari municipal council,Kittilä,Finland,UTC+02:00,1867/01/01
Kittilç,Kittilä municipal council,Kolari,Finland,UTC+02:00,1954/01/01
Harjavalt,Harjavalta City Council,Eura,Finland,UTC+02:00,1869/01/01
Nempee,Kempele municipal council,Tyrnävä,Finland,UTC+02:00,1867/01/01
Nakklla,Nakkila municipal council,Harjavalta,Finland,UTC+02:00,1861/01/01
Kokfmäki,Kokemäki City Council,Harjavalta,Finland,UTC+02:00,1869/01/01
Eura,Eura municipal council,Harjavalta,Finland,UTC+02:00,1866/01/01
Kurkkka,Kurikka City Council,Teuva,Finland,UTC+03:00,1868/01/01
Pello,Pello municipal council,Pello,Finland,UTC+02:00,1867/01/01
Soini,Soini municipal council,Ähtäri,Finland,UTC+02:00,1868/01/01
