col0,col1,col2
JAB Holding Company,Bally Shoe,Luxembourg
Bank of the West,First Hawaiian Bank,United States of America
Mitsubishi UFJ Financial Group,kabu.com Securities,Japan
Sumitomo Mitsui Financial Group,Sumitomo Mitsui Banking Corporation,Japan
Koei Tecmo Holdings,Tecmo,Japan
Mitsubishi Chemical Holdings,Mitsubishi Chemical Corporation,Japan
Amorepacific Group,Amorepacific Corporation,South Korea
Javni holding Ljubljana,Ljubljana Passenger Transport,Slovenia
Schwarz Unternehmenstreuhand,Schwarz Gruppe,Germany
Mouzenidis Group,Ellinair,Greece
