col0,col1,col2,col3
Elm Creek Public Library,Nebraska,United States of America,main library
Elgin Public Library,Nebraska,United States of America,main library
John Rogers Memorial Library,Nebraska,United States of America,main library
Jennifer Reinke Public Library,Nebraska,United States of America,main library
Daykin Public Library,Nebraska,United States of America,main library
Davenport Public Library,Nebraska,United States of America,main library
Klyte Burt Memorial Library,Nebraska,United States of America,main library
Culbertson Public Library,Nebraska,United States of America,main library
Eastern Township Library,Nebraska,United States of America,main library
Crete Public Library,Nebraska,United States of America,main library
