col0,col1,col2
Deutsche Welle,Qantara.de,Public law institute
Turkish Radio and Television Corporation,TRT Avaz,state-owned enterprise
ARD,EinsPlus,state-owned enterprise
Telewizja Polska,Belsat TV,joint-stock company
Sender Freies Berlin,ARD,Public law institute
Deutschlandradio,Deutschlandfunk,Körperschaft des öffentlichen Rechts
Tokyo Broadcasting System Holdings,Akasaka Blitz,kabushiki gaisha
Swiss Broadcasting Corporation (SRG SSR),Radiotelevisione svizzera di lingua italiana,club
Hellenic Broadcasting Corporation,Voice of Greece,Aktiengesellschaft
Westdeutscher Rundfunk,ARD,Anstalt des öffentlichen Rechts
Norddeutscher Rundfunk,ARD,Anstalt des öffentlichen Rechts
Ostdeutscher Rundfunk Brandenburg,ARD,Public law institute
Nordwestdeutscher Rundfunk,ARD,Public law institute
Bayerischer Rundfunk,ARD,Anstalt des öffentlichen Rechts
Eesti Raadio,Vikerraadio,legal person in public law
Canadian Broadcasting Corporation,ARTV,state-owned enterprise
Sveriges Television,SVT World,joint-stock company
Nordic Entertainment Group,TV3,aktiebolag
