col0,col1,col2
Union of Fascist Little Ones,Russian fascism,1934-01-01
Brit HaHashmonaim,religious Zionism,1937-01-01
Jaleo,Andalusian nationalism,1996-01-01
Alperen Ocakları,Turanism,1992-01-01
Youth Yabloko,social liberalism,1995-01-01
Russian Social-Democratic Union of Youth,social democracy,2000-12-10
Socialist Youth of Spain,social democracy,1903-01-01
Democratic Youth Movement,humanism,2005-01-01
Blau-Weiss,Zionism,1912-01-01
Unified Socialist Youth,Marxism,1936-01-01
Komsomol of Ukraine,communism,1919-06-26
Lao People's Revolutionary Youth Union,communism,1955-01-01
Savez socijalističke omladine Jugoslavije,communism,1946-01-01
Kabataang Makabayan,Marxism–Leninism–Maoism,1964-11-30
