col0,col1,col2
Le Régiment de la Chaudière,Lévis,Lévis Armoury
The Royal Hamilton Light Infantry,Hamilton,John Weir Foote Armoury
Les Voltigeurs de Québec,Quebec City Armoury,Quebec City
The Canadian Grenadier Guards,Canadian Grenadier Guards' Armoury,Montreal
The Seaforth Highlanders of Canada,Vancouver,Seaforth Armoury
The Grey and Simcoe Foresters,Barrie,Owen Sound
The Princess Louise Fusiliers,Halifax Armoury,Halifax Armoury
The Algonquin Regiment,North Bay,North Bay
The Rocky Mountain Rangers,Kamloops,Kamloops
The Nova Scotia Highlanders,Truro,Truro
The Essex and Kent Scottish,Windsor,Windsor
The Argyll and Sutherland Highlanders of Canada (Princess Louise's),Hamilton,Hamilton
"The Lorne Scots (Peel, Dufferin and Halton Regiment)",Brampton,Brampton
The Brockville Rifles,Brockville,Brockville
The North Saskatchewan Regiment,Saskatoon,Saskatoon
The Loyal Edmonton Regiment,Edmonton,Edmonton
"31st Mechanized Infantry Regiment ""Asturias""",El Goloso military base,Madrid
The Queen's Own Rifles of Canada,Moss Park Armoury,Moss Park Armoury
The Black Watch (Royal Highland Regiment) of Canada,Black Watch Armoury,Black Watch Armoury
Royal 22e Régiment,Citadelle of Quebec,Citadelle of Quebec
