col0,col1,col2
Fullerton Main Library,United States of America,Fullerton
Hayward Library,United States of America,Hayward
Dove Library,United States of America,Carlsbad
Oceanside Public Library,United States of America,Oceanside
Mountain View Library,United States of America,Mountain View
Glendale Central Library,United States of America,Glendale
Pasadena Central Library,United States of America,Pasadena
Berkeley Public Library - Central,United States of America,Berkeley
Altadena Public Library,United States of America,Altadena
Escondido Central Library,United States of America,Escondido
Newport Beach Central Library,United States of America,Newport Beach
Oxnard Public Library,United States of America,Oxnard
Modesto Library,United States of America,Modesto
Lääne County Central Library,Estonia,Haapsalu
Sutter Main Library,United States of America,Yuba City
Santa Barbara Public Library,United States of America,Santa Barbara
Central Park Library,United States of America,Santa Clara
Beverly Hills Main Library,United States of America,Beverly Hills
Beale Memorial Library,United States of America,Bakersfield
Anaheim Public Library - Central,United States of America,Anaheim
