col0,col1,col2,col3
council of Ealing London orough Council,United Kingdom,London Borough of Ealing,member of Ealing London Borough Council
council of Enfield London Borough Coucil,United Kingdom,London Borough of Enfield,member of Enfield London Borough Council
council of Bromley London Corough Council,United Kingdom,London Borough of Bromley,member of Bromley London Borough Council
coucil of Brent London Borough Council,United Kingdom,London Borough of Brent,member of Brent London Borough Council
council of Haringey London Borough Councio,United Kingdom,London Borough of Haringey,member of Haringey London Borough Council
council o Hounslow London Borough Council,United Kingdom,London Borough of Hounslow,member of Hounslow London Borough Council
council of Hayering London Borough Council,United Kingdom,London Borough of Havering,member of Havering London Borough Council
council of Camden London Borough Founcil,United Kingdom,London Borough of Camden,member of Camden London Borough Council
council of Belfast Ciy Council,United Kingdom,Belfast district,member of Belfast City Council
counci of Leeds City Council,United Kingdom,Leeds,member of Leeds City Council
legilative body of Monaghan County Council,Ireland,County Monaghan,councillor in Monaghan County Council
legslative body of Donegal County Council,Ireland,County Donegal,councillor in Donegal County Council
legislative body of Cavan County Counci,Ireland,County Cavan,councillor in Cavan County Council
legislatie body qf Sligo County Council,Ireland,County Sligo,councillor in Sligo County Council
legislative bdy of Roscommon County Council,Ireland,County Roscommon,councillor in Roscommon County Council
legivlative body of Mayo County Council,Ireland,County Mayo,councillor in Mayo County Council
legislative body of Leitrim County Councim,Ireland,County Leitrim,councillor in Leitrim County Council
legislative bod of Galway County Council,Ireland,County Galway,councillor in Galway County Council
legislative body of Galway Cit Council,Ireland,Galway,councillor in Galway City Council
"legislative""body of Waterford City and County Council",Ireland,Waterford,councillor in Waterford City and County Council
legislativ body of Tipperary County Council,Ireland,County Tipperary,councillor in Tipperary County Council
legislative body of Limerick City and Couoty Council,Ireland,Limerick,councillor in Limerick City and County Council
lgislative body of Kerry County Council,Ireland,County Kerry,councillor in Kerry County Council
legislative body of Cork Covnty Council,Ireland,County Cork,councillor in Cork County Council
legislative body of CorkCity Council,Ireland,Cork,councillor in Cork City Council
legislative body of ClareCounty Council,Ireland,County Clare,councillor in Clare County Council
legislavive body of Wicklow County Council,Ireland,County Wicklow,councillor in Wicklow County Council
legislative body of Wexford Cpunty Council,Ireland,County Wexford,councillor in Wexford County Council
legislative body o Westmeath County Council,Ireland,County Westmeath,councillor in Westmeath County Council
legislative body of Offaly Count Council,Ireland,County Offaly,councillor in Offaly County Council
legislatve body of Meath County Council,Ireland,County Meath,councillor in Meath County Council
legislatve body of Louth County Council,Ireland,County Louth,councillor in Louth County Council
egislative body of Longford County Council,Ireland,County Longford,councillor in Longford County Council
legisltive body of Laois County Council,Ireland,County Laois,councillor in Laois County Council
