col0,col1,col2,col3,col4,col5,col6
French men's U23 national road cycling team 2015,French men's U23 national road cycling team 2014,Lucas Papillon,2015-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2014,French men's U23 national road cycling team 2013,Thibault Nuns,2014-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2015,French men's U23 national road cycling team 2014,Paul Sauvage,2015-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2014,French men's U23 national road cycling team 2013,Julien Bernard,2014-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2015,French men's U23 national road cycling team 2014,Florent Pereira,2015-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2014,French men's U23 national road cycling team 2013,François Bidard,2014-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2015,French men's U23 national road cycling team 2014,Fabien Grellier,2015-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2014,French men's U23 national road cycling team 2013,Nans Peters,2014-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2015,French men's U23 national road cycling team 2014,Yoän Vérardo,2015-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2014,French men's U23 national road cycling team 2013,Hugo Hofstetter,2014-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2015,French men's U23 national road cycling team 2014,Hugo Hofstetter,2015-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2014,French men's U23 national road cycling team 2013,Kévin Ledanois,2014-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2015,French men's U23 national road cycling team 2014,Kévin Ledanois,2015-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2014,French men's U23 national road cycling team 2013,Jérémy Maison,2014-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
French men's U23 national road cycling team 2015,French men's U23 national road cycling team 2014,Jérémy Maison,2015-12-31,under-23 sport,Pierre-Yves Chatelon,Pierre-Yves Chatelon
