col0,col1,col2,col3,col4
FC Energy Voronezh,association football,Voronezh,1989-01-01,Russian Women's Football Championship
Jiangsu Suning Ladies Football Club,association football,Nanjing,1998-01-01,Chinese Women's Super League
FK Union Nové Zámky,association football,Nové Zámky,2002-01-01,Slovak Women's First League
ŽFK Biljanini Izvori,association football,Ohrid,2010-01-01,Macedonian women's football championship
ŽFK Kochani,association football,Kočani,2006-01-01,Macedonian women's football championship
ŽFK Dragon 2014,association football,Skopje,2014-01-01,Macedonian women's football championship
Elpides Karditsas,association football,Karditsa,1994-01-01,Greek A Division
Amazones Dramas,association football,Drama,2005-01-01,Greek A Division
Newry City Ladies F.C.,association football,Newry,2011-01-01,Women's Premier League
Sedona FC Strikers,association football,Arizona,2013-01-01,W-League
Toronto Lady Lynx,association football,Toronto,2005-01-01,W-League
Merilappi United,association football,Kemi,2011-01-01,Naisten Liiga
FC Honka,association football,Espoo,1975-01-01,Naisten Liiga
Tampereen Ilves,association football,Tampere,1975-01-01,Naisten Liiga
Umeå IK,association football,Umeå,1984-01-01,Damallsvenskan
Durham Women's F.C.,association football,Durham,2013-01-01,FA WSL
Res Roma,association football,Rome,2003-01-01,Serie A
Atlético Ouriense,association football,Ourém,2008-01-01,Campeonato Nacional de Futebol Feminino
S.U. 1º Dezembro,association football,Sintra,1995-01-01,Campeonato Nacional de Futebol Feminino
MSV Duisburg,association football,Duisburg,2014-01-01,Fußball-Bundesliga
Brisbane Roar FC W-League,association football,Brisbane,2008-01-01,W-League
UD Granadilla Tenerife Sur,association football,Granadilla de Abona,2013-01-01,Primera División
Añorga KKE,association football,Donostia-San Sebastian,1922-01-01,Segunda División
ŽFK Ekonomist,association football,Nikšić,2007-01-01,Montenegrin Women's League
ŽNK Pomurje,association football,Beltinci,1999-01-01,Slovenian Women's League
SK Slavia Praha,association football,Prague,1966-01-01,Czech First Division
ZFK Naše Taksi,association football,Skopje,2010-01-01,Macedonian women's football championship
PAOK FC,association football,Thessaloniki,2001-01-01,Greek A Division
Aberdeen L.F.C.,association football,Aberdeen,2011-01-01,Scottish Women's Premier League
Ter Leede,association football,Teylingen,1930-01-01,Hoofdklasse
Atlanta Beat,association football,Atlanta,2001-01-01,Women's United Soccer Association
Manchester City W.F.C.,association football,Manchester,1988-01-01,FA Women's Premier League National Division
Aston Villa L.F.C.,association football,Birmingham,1973-01-01,FA Women's Premier League National Division
Vancouver Whitecaps,association football,Vancouver,2001-01-01,W-League
Arizona Heatwave,association football,Arizona,2003-01-01,W-League
Paris Saint-Germain F.C.,association football,Paris,1971-01-01,Division 1 Féminine
Independente Atlético Clube,association football,Tucuruí,1972-01-01,Campeonato Brasileiro Série D
ACF Brescia Femminile,association football,Capriolo,1995-01-01,Serie A
ASDC Chiasiellis,association football,Mortegliano,1982-01-01,Serie A
Club Atlético Puerto Nuevo,association football,Campana,1939-10-12,Primera D
SKN St. Pölten,association football,St. Pölten,2013-01-01,ÖFB-Frauenliga
Associação Acadêmica e Desportiva Vitória das Tabocas,association football,Vitória de Santo Antão,2008-01-01,Campeonato Pernambucano
Santa Teresa CD,association football,Badajoz,1998-01-01,Primera División
UD Collerense,association football,Palma,1999-01-01,Primera División
Levante UD,association football,Valencia,1998-01-01,Primera División
Kubanochka Krasnodar,association football,Krasnodar,1988-01-01,Russian Women's Football Championship
ŽFK Breznica,association football,Pljevlja,2013-01-01,Montenegrin Women's League
Kuopion Palloseura,association football,Kuopio,2018-01-01,Naisten Liiga
