col0,col1,col2,col3
Katatonia,Category:Katatonia members,Katatonia discography,Anders Nyström
Edguy,Category:Edguy members,Edguy discography,Jens Ludwig
Rhapsody of Fire,Category:Rhapsody of Fire members,Rhapsody of Fire discography,Alex Staropoli
Gorgoroth,Category:Gorgoroth members,Gorgoroth discography,Infernus
Katatonia,Category:Katatonia members,Katatonia discography,Jonas Renkse
Evergrey,Category:Evergrey members,Evergrey discography,Jari Kainulainen
The Mars Volta,Category:The Mars Volta members,The Mars Volta discography,Juan Alderete
Current 93,Category:Current 93 members,Current 93 discography,Michael Cashmore
Children of Bodom,Category:Children of Bodom members,Children of Bodom discography,Henkka Seppälä
Current 93,Category:Current 93 members,Current 93 discography,Steven Stapleton
