col0,col1,col2
Institut Ostrom Catalunya,Spain,Catalonia
Theodor-Heuss-Akademie,Germany,Gummersbach
African Center for Economic Transformation,Ghana,Accra
Center for Analysis and Dissemination of the Paraguayan Economy,Paraguay,Asunción
"Council On Energy, Environment and Water",India,Delhi
European Values Think-Tank,Czech Republic,Prague
Institute of Ideas,United Kingdom,London
The Federal Trust,United Kingdom,London
Mercator Institute for China Studies,Germany,Berlin
Young Initiative on Foreign Affairs and International Relations,Germany,Berlin
Center for Migration Studies of New York,United States of America,New York City
Institute on Religion and Public Life,United States of America,New York City
Institute of Modern Russia,United States of America,New York City
Foundation for the Defense of the Spanish Nation,Spain,Spain
CIGI Campus,Canada,Waterloo
Baltic Development Forum,Denmark,Copenhagen Municipality
American–Iranian Council,United States of America,Princeton
Institute for National Security Studies,Israel,Tel Aviv
Asia Pacific Foundation of Canada,Canada,Vancouver
Beacon Center of Tennessee,United States of America,Nashville
