col0,col1,col2,col3
The Bush Beast,Australia,Wonderland Sydney,Taft Broadcasting
Montezum,Brazil,Hopi Hari,Roller Coaster Corporation of America
Twisted Timbers,United States of America,Kings Dominion,Rocky Mountain Construction
The Joker,United States of America,Six Flags Discovery Kingdom,Rocky Mountain Construction
Cú Chulainn,Ireland,Tayto Park,The Gravity Group
Switchback,United States of America,ZDT's Amusement Park,The Gravity Group
Wooden Warrior,United States of America,Quassy Amusement Park,The Gravity Group
Zippin Pippin,United States of America,Bay Beach Amusement Park,The Gravity Group
Roar-o-Saurus,United States of America,Story Land,The Gravity Group
Cannon Ball,United States of America,Lake Winnepesaukah,Philadelphia Toboggan Coasters
Sea Dragon,United States of America,Columbus Zoo and Aquarium,Philadelphia Toboggan Coasters
Wild Cat,United States of America,Hersheypark,Philadelphia Toboggan Coasters
Yankee Cannonball,United States of America,Canobie Lake Park,Philadelphia Toboggan Coasters
The Comet,United States of America,Great Escape,Philadelphia Toboggan Coasters
Jetstream,United States of America,Riverview Park,Philadelphia Toboggan Coasters
White Canyon,Japan,Yomiuri Land,TOGO
Predator,United States of America,Six Flags Darien Lake,Dinn Corporation
Psyclone,United States of America,Six Flags Magic Mountain,Dinn Corporation
Thunder Run,United States of America,Kentucky Kingdom,Dinn Corporation
Wildcat,United States of America,Hersheypark,Great Coasters International
