col0,col1,col2,col3
CityBike,"Environmental Protection Bureau, Kaohsiung City Government",Kaohsiung,2009-03-01
Santander Cycles,Serco Group,Greater London,2010-07-30
Valenbisi,JCDecaux,Valencia,2010-06-21
Sevici,JCDecaux,Seville,2007-04-01
Bike Rio,Serttel,Rio de Janeiro,2011-10-01
BiciMAD,Empresa Municipal de Transportes de Madrid,Madrid,2014-06-23
BuBi,Centre for Budapest Transport,Budapest,2014-09-08
Bicing,iHeartMedia,Barcelona,2007-03-22
Divvy,Motivate,Chicago,2013-06-28
BikeMi,iHeartMedia,Milan,2008-12-03
Veturilo,nextbike,Warsaw,2012-08-01
Bluebikes,Motivate,Boston,2011-07-28
Vélib' Métropole,Smovengo,Paris,2007-07-15
Bay Wheels,Motivate,San Francisco,2013-08-29
Capital Bikeshare,Motivate,"Washington, D.C.",2010-01-01
SmartBike DC,iHeartMedia,"Washington, D.C.",2008-01-01
Citi Bike,Motivate,New York City,2013-05-27
Sykkeli,nextbike,Oulu,2019-01-01
Pronto Cycle Share,Motivate,Seattle,2014-10-13
Helsinki City Bikes,Smoove,Helsinki,2016-05-02
