col0,col1,col2,col3
Vista aérea da cidade de São Paulo/SP,Werner Haberkorn Collection,São Paulo,Museu Paulista
Vista pontual de edifício,Werner Haberkorn Collection,negative,Museu Paulista
Vista aérea da cidade de São Paulo/SP,Werner Haberkorn Collection,Praça da República,Museu Paulista
Vista parcial do bairro da Consolação. São Paulo/SP,Werner Haberkorn Collection,Faculty of Medicine of the University of São Paulo,Museu Paulista
Vista parcial do Vale do Anhangabaú. São Paulo/SP,Werner Haberkorn Collection,Santa Ifigênia Bridge,Museu Paulista
Vista parcial do centro. São Paulo/SP,Werner Haberkorn Collection,Estação Júlio Prestes,Museu Paulista
Vista aérea da cidade de São Paulo/SP,Werner Haberkorn Collection,Conde de Prates Building,Museu Paulista
Prática de equitação,Werner Haberkorn Collection,knight,Museu Paulista
Prática de equitação,Werner Haberkorn Collection,horse,Museu Paulista
Prática de equitação,Werner Haberkorn Collection,horse,Museu Paulista
Prática de equitação,Werner Haberkorn Collection,horse,Museu Paulista
Prática de equitação,Werner Haberkorn Collection,horse,Museu Paulista
