col0,col1,col2
The John Henry Newman School,1987-01-01,Roman Catholic Archdiocese of Westminster
The Douay Martyrs Catholic School,1962-01-01,Roman Catholic Archdiocese of Westminster
The Cardinal Wiseman Catholic School,1959-01-01,Roman Catholic Archdiocese of Westminster
Newman Catholic College,1958-01-01,Roman Catholic Archdiocese of Westminster
Epping St Johns Church of England School,2017-11-01,Diocese of Chelmsford
"St Paul's Catholic School, a Voluntary Academy",2018-09-01,Roman Catholic Diocese of Nottingham
"English Martyrs' Catholic School, A Voluntary Academy",2018-09-01,Roman Catholic Diocese of Nottingham
The Sacred Heart Language College,2019-05-01,Roman Catholic Archdiocese of Westminster
St Aidan's Church of England High School,1966-01-01,Anglican Diocese of Leeds
St Michael's Church of England High School,2014-11-01,Anglican Diocese of Liverpool
