col0,col1,col2,col3,col4,col5,col6
Midori-ku,Sagamihara,253.93,Mikage,UTC+09:00,ward of Japan,170869
Minami-ku,Sagamihara,38.11,Kami-Tsuruma,UTC+09:00,ward of Japan,279903
Chūō-ku,Sagamihara,36.87,Kami-Mizu,UTC+09:00,ward of Japan,272056
Midori-ku,Saitama,26.44,Mimuro,UTC+09:00,ward of Japan,124493
Nakahara-ku,Kawasaki,14.74,Kami-Maruko,UTC+09:00,ward of Japan,261825
Kawasaki-ku,Kawasaki,39.53,Chidorichō,UTC+09:00,ward of Japan,233116
Nishi-ku,Yokohama,7.03,Minatomirai,UTC+09:00,ward of Japan,103761
Midori-ku,Yokohama,25.51,Kirigaoka,UTC+09:00,ward of Japan,177631
Aoba-ku,Yokohama,35.22,Azamino,UTC+09:00,ward of Japan,310156
Tsurumi-ku,Yokohama,33.23,Daikokufutō,UTC+09:00,ward of Japan,292709
