col0,col1,col2
Technical Secondary School,1927-01-01,Hungary
Széchenyi István Katolikus Szakképző Iskola,1950-01-01,Hungary
Szent István Közgazdasági Szakgimnázium és Kollégium,1887-01-01,Hungary
"Neumann János High School, Vocational School and College",1987-01-01,Hungary
"Attila József High School, Ózd",1945-01-01,Hungary
Giorgio Perlasca High School and Secondary School,1896-01-01,Hungary
Fáy András Economic High School,1917-01-01,Hungary
Fejér Megyei Eötvös József Szakképző Iskola és Kollégium,1958-01-01,Hungary
Gaelcholáiste Reachrann,2001-01-01,Ireland
Deele College,1965-01-01,Ireland
Cork College of Commerce,1908-01-01,Ireland
Coláiste na Coiribe,1992-01-01,Ireland
Colaiste Na Sceilge,1999-01-01,Ireland
Colaiste Lorcain,1982-01-01,Ireland
Coachford College,1953-01-01,Ireland
Abbey Vocational School,1953-01-01,Ireland
Osaka Municipal College of Design,1988-01-01,Japan
Kyoto Computer Gakuin,1969-01-01,Japan
