col0,col1,col2,col3
Compile Heart,2006-01-01,Compile,public company
Zynga Dallas,2009-02-01,Ensemble Studios,subsidiary
Marvelous,2003-01-01,AQ Interactive,joint-stock company
Spike Chunsoft,2012-01-01,Chunsoft,kabushiki gaisha
Ocean Software,1984-01-01,Imagine Software,public limited company
Robot Entertainment,2009-01-01,Ensemble Studios,privately held company
Bandai Namco Entertainment,2006-03-31,Namco Tales Studio,kabushiki gaisha
CD Projekt RED,2002-02-01,CD Projekt,S.A.
High Moon Studios,2001-01-01,Sammy Corporation,limited liability company
Square Enix,1975-01-01,Square,kabushiki gaisha
