col0,col1,col2,col3
Bachchor Wiesbaden,Jörg Endebrock,Klaus Uwe Ludwig,1978-01-01
Bach-Chor an der Kaiser-Wilhelm-Gedächtniskirche,Achim Zimmermann,Hanns-Martin Schneidt,1961-01-01
Berliner Cappella,Kerstin Behnke,Peter Schwarz,1965-01-01
Bachchor Würzburg,Christian Kabitz,Günter Jena,1961-01-01
Berliner Singakademie,Kai-Uwe Jirka,Carl Friedrich Christian Fasch,1791-05-24
Basler Bach-Chor,Joachim Krause,Adolf Hamm,1911-01-01
Vienna Boys' Choir,Gerald Wirth,Maximilian I,1498-01-01
Windsbacher Knabenchor,Martin Lehmann,Hans Thamm,1946-01-01
Bachchor Mainz,Ralf Otto,Diethard Hellmann,1955-01-01
Bielefelder Kinderchor,Jürgen Oberschelp,Friedrich Oberschelp,1932-01-01
Gächinger Kantorei,Hans-Christoph Rademann,Helmuth Rilling,1954-01-01
CONSONO,Harald Jers,Harald Jers,2001-01-01
Bach-Chor Siegen,Ulrich Stötzel,Ulrich Stötzel,1973-01-01
Accentus (choir),Laurence Equilbey,Laurence Equilbey,1991-01-01
Cambridge Singers,John Rutter,John Rutter,1981-01-01
Monteverdi Choir,John Eliot Gardiner,John Eliot Gardiner,1964-01-01
Fischer-Chöre,Gotthilf Fischer,Gotthilf Fischer,1946-01-01
Knabenchor Dresden,Matthias Jung,Manfred Winter,1971-01-01
Leipziger Synagogalchor,Ludwig Böhme,Werner Sander,1962-01-01
Frankfurter Kantorei,Winfried Toll,Kurt Thomas,1945-01-01
Via Nova Chor,Florian Helgath,Kurt Suttner,1972-01-01
Rostock Motet Choir,Markus Johannes Langer,Hartwig Eschenburg,1964-01-01
Singakademie Dresden,Ekkehard Klemm,Friedrich Oskar Wermann,1884-01-01
Stuttgarter Hymnus-Chorknaben,Rainer Johannes Homburg,Paul Lechler,1900-01-01
Nikolai,Rosemarie Pritzkat,Horst Sellentin,1960-01-01
