col0,col1,col2,col3
1880 FA Cup Final,association football,1880-04-10,Oxford University A.F.C.
1879 FA Cup Final,association football,1879-03-29,Old Etonians F.C.
1875 FA Cup Final,association football,1875-03-16,Royal Engineers A.F.C.
1874 FA Cup Final,association football,1874-03-14,Royal Engineers A.F.C.
1883 FA Cup Final,association football,1883-03-31,Blackburn Olympic F.C.
1878 FA Cup Final,association football,1878-03-23,Wanderers F.C.
1877 FA Cup Final,association football,1877-03-24,Wanderers F.C.
1876 FA Cup Final,association football,1876-03-18,Wanderers F.C.
1881 FA Cup Final,association football,1881-04-09,Old Carthusians F.C.
1889 FA Cup Final,association football,1889-03-30,Wolverhampton Wanderers F.C.
1896 FA Cup Final,association football,1896-04-18,Sheffield Wednesday F.C.
1922 FA Cup Final,association football,1922-04-29,Huddersfield Town A.F.C.
