col0,col1,col2
Minnesota History Center,345 W. Kellogg Boulevard,1993-01-01
Los Altos History Museum,"51 S. San Antonio Road, Los Altos, CA 94022",2001-01-01
Kazbegi Museum,"2, Al, Kazbegi str., 4700",1934-01-01
Japanese American Museum of San Jose,"535 North Fifth Street, San Jose, CA 95112",1987-11-01
San Francisco Cable Car Museum,"1201 Mason Street, San Francisco, CA 94108",1853-01-01
Alameda Museum,"2324 Alameda Avenue, Alameda, CA 94501",1951-01-01
APEX Museum,"135 Auburn Ave. NE Atlanta, Georgia 30303",1978-01-01
M. F. Sumtsov Kharkiv Historical Museum,"Universytetska str. 5, Kharkiv, 61003, Ukraine",1920-01-21
The Henry Ford,"20900 Oakwood Boulevard, Dearborn, MI 48124",1929-10-21
National Museum of Taiwan History,"No.250, Sec 1, Changhe Rd., Annan District, Tainan City",2011-10-29
Ohio History Center,"800 E. 17th Ave, Columbus, OH 43211",1885-01-01
Klondike Gold Rush National Historical Park - Seattle Unit,"117 S Main St, Seattle, WA 98104",1979-06-02
Fort Dalles Museum,"500 West 15th Street, The Dalles, OR 97058, USA",1905-01-01
Palmach Museum,"10, Haim Levanon St.",2000-01-01
Museum of the Swiss Charters of Confederation (building),Bahnhofstrasse 20,1936-01-01
Asian Civilisations Museum,1 Empress Place,1997-01-01
