col0,col1,col2
National Assembly,Member of National Assembly of South Korea,253
Karachi Metropolitan Corporation,Mayor of Karachi,209
Regional Council of Tarapaca,counselor of the Regional Council of Tarapaca,2
Regional Council of O'Higgins,counselor of the Regional Council of Libertador General Bernardo O'Higgins,4
Regional Council of Maule,counselor of the Regional Council del Maule,4
Regional Council of Magellan and Chilean Antarctic,counselor of the Regional Council of Magallanes and Chilean Antarctic,4
Regional Council of Los Ríos,counselor of the Regional Council of Los Ríos,2
Regional Council of Los Lagos,counselor of the Regional Council of Los Lagos,4
Regional Council of Coquimbo,counselor of the Regional Council of Coquimbo,3
Regional Council of the Biobio,counselor of the Regional Council of the Biobio,6
Regional Council of Aysen General Carlos Ibáñez del Campo,counselor of the Regional Council of Aysen General Carlos Ibáñez del Campo,4
Regional Council of Atacama,counselor of the Regional Council of Atacama,3
Regional Council of Arica and Parinacota,counselor of the Regional Council of Arica and Parinacota,2
Regional Council of La Araucanía,counselor of the Regional Council of La Araucanía,3
Regional Council of Antofagasta,counselor of the Regional Council of Antofagasta,3
Congress of Baja California,deputy of the Legislative Power of the State of Baja California,6
Regional Council of Liguria,Member of the Regional Council of Liguria,4
Regional Council of Umbria,Member of the Regional Council of Umbria,2
Regional Council of Molise,Member of the Regional Council of Molise,2
Regional Council of Campania,Member of the Regional Council of Campania,5
