col0,col1,col2,col3,col4
Japanese aircraft carrier Zuihō,Zuihō-class aircraft carrier,Yokosuka Naval Arsenal,Empire of Japan,Imperial Japanese Navy
Japanese aircraft carrier Chiyoda,Chitose class aircraft carrier,Kure Naval Arsenal,Empire of Japan,Imperial Japanese Navy
Japanese aircraft carrier Hiyō,Hiyō class aircraft carrier,Kawasaki Heavy Industries,Empire of Japan,Imperial Japanese Navy
HMAS Melbourne,Majestic-class aircraft carrier,Vickers-Armstrongs,Australia,Royal Navy
HMS Illustrious,Invincible-class aircraft carrier,Swan Hunter,United Kingdom,Royal Navy
HMS Ark Royal,Invincible-class aircraft carrier,Swan Hunter,United Kingdom,Royal Navy
HMS Triumph,Colossus,"R. & W. Hawthorn, Leslie and Company",United Kingdom,Royal Navy
HMS Venerable,Colossus,Cammell Laird,United Kingdom,Royal Navy
HNLMS Karel Doorman,Colossus,Cammell Laird,United Kingdom,Royal Navy
ARA Veinticinco de Mayo,Colossus,Cammell Laird,United Kingdom,Royal Navy
HMS Bulwark,Centaur-class aircraft carrier,Harland and Wolff,United Kingdom,Royal Navy
ARA Independencia,Colossus,Harland and Wolff,Canada,Royal Canadian Navy
USS Wright,Saipan-class aircraft carrier,New York Shipbuilding Corporation,United States of America,United States Navy
USS Saipan,Saipan-class aircraft carrier,New York Shipbuilding Corporation,United States of America,United States Navy
USS Bataan,Independence class aircraft carrier,New York Shipbuilding Corporation,United States of America,United States Navy
USS San Jacinto,Independence class aircraft carrier,New York Shipbuilding Corporation,United States of America,United States Navy
USS Cabot,Independence class aircraft carrier,New York Shipbuilding Corporation,United States of America,United States Navy
USS Princeton,Independence class aircraft carrier,New York Shipbuilding Corporation,United States of America,United States Navy
USS Monterey,Independence class aircraft carrier,New York Shipbuilding Corporation,United States of America,United States Navy
USS Langley,Independence class aircraft carrier,New York Shipbuilding Corporation,United States of America,United States Navy
