col0,col1,col2,col3,col4
USS Richard W. Suesens,Richard Wayne Suesens,World War II,United States Navy,Orange
USS Poole,Minor Butler Poole,World War II,United States Navy,Orange
USS Traw,London Lewis Traw,World War II,United States Navy,Orange
USS Stewart,Charles Stewart,World War II,United States Navy,Orange
USS Robert E. Peary,Robert Peary,World War II,United States Navy,Orange
USS Rich,Ralph M. Rich,World War II,United States Navy,Bay City
USS Raby,James J. Raby,World War II,United States Navy,Bay City
USS Spangler,Donald H. Spangler,World War II,United States Navy,Bay City
USS Schmitt,Aloysius Schmitt,World War II,United States Navy,Quincy
USS Snowden,Thomas Snowden,World War II,United States Navy,Houston
USS Pettit,Robert Lee Pettit,World War II,United States Navy,Houston
USS Tomich,Peter Tomich,World War II,United States Navy,Houston
