col0,col1,col2,col3,col4,col5
2018 Restore season,amateur cycling team,2017 Restore season,Restore 2019,Kingdom of the Netherlands,Restore Cycling Team
2018 Equano season,amateur cycling team,Equano 2017,Equano 2019,Belgium,Equano
2018 Jan van Arckel season,amateur cycling team,Jan van Arckel 2017,Jan van Arckel 2019,Kingdom of the Netherlands,Jan van Arckel
2018 Swaboladies season,amateur cycling team,Swaboladies 2017,Biehler Pro Cycling 2019,Kingdom of the Netherlands,Biehler Pro Cycling
2018 Maaslandster Veris CCN season,amateur cycling team,Maaslandster Veris CCN 2017,Watersley International 2019,Kingdom of the Netherlands,Maaslandster International Women's Cycling Team
2018 Jos Feron Lady Force season,amateur cycling team,2017 Jos Feron Lady Force season,Jos Feron Lady Force 2019,Kingdom of the Netherlands,Jos Feron Lady Force
2018 Keukens Redant season,amateur cycling team,Keukens Redant 2017,Keukens Redant 2019,Belgium,Keukens Redant
2018 Wielerclub de Sprinters Malderen season,amateur cycling team,Wielerclub de sprinters Malderen 2017,Wielerclub de sprinters Malderen 2019,Belgium,Wielerclub de Sprinters Malderen
2018 Autoglas Wetteren season,amateur cycling team,Autoglas Wetteren 2017,Multum Accountants 2019,Belgium,Autoglas Wetteren
2018 Isorex season,amateur cycling team,Isorex 2017,Isorex 2019,Belgium,Isorex
