col0,col1,col2,col3,col4
Player's Secrets of Binsada,1996-01-01,TSR,Allen Varney,tabletop role-playing game
Dungeonscape,2007-02-01,Wizards of the Coast,Jason Bulmahn,tabletop role-playing game
Eldritch Wizardry,1976-01-01,TSR,Brian Blume,tabletop role-playing game
Book of Challenges,2002-06-01,Wizards of the Coast,Mike Selinker,tabletop role-playing game
Oriental Adventures,1985-01-01,TSR,François Marcela-Froideval,tabletop role-playing game
Player's Option: Combat & Tactics,1995-01-01,TSR,Douglas Niles,tabletop role-playing game
Player's Guide to Faerûn,2004-03-01,Wizards of the Coast,Richard Baker,tabletop role-playing game
Fiendish Codex II: Tyrants of the Nine Hells,2006-12-01,Wizards of the Coast,Robin Laws,tabletop role-playing game
Book of Exalted Deeds,2003-10-01,Wizards of the Coast,list of role-playing game designers,tabletop role-playing game
Races of Destiny,2004-12-01,Wizards of the Coast,Aaron S. Rosenberg,tabletop role-playing game
Ghostwalk,2003-06-01,Wizards of the Coast,Monte Cook,tabletop role-playing game
