col0,col1,col2
Manufacture royale de Bains-les-Bains,Bains-les-Bains,registered historic monument
J.-B. Martin's old weaving factory,Tarare,registered historic monument
Manufacture vosgienne de grandes orgues,Rambervillers,registered historic monument
Manufacture royale de glaces de miroirs,Saint-Gobain,registered historic monument
Manufacture Bohin,Saint-Sulpice-sur-Risle,registered historic monument
Hôtel des Monnaies,6th arrondissement of Paris,registered historic monument
Manufacture de tapisserie Castel,Aubusson,registered historic monument
Manufacture nationale de Sèvres,Sèvres,registered historic monument
Manufacture des tabacs de Morlaix,Morlaix,registered historic monument
Clignancourt porcelain,18th arrondissement of Paris,registered historic monument
Manufacture royale de draps Le Dijonval,Sedan,registered historic monument
