col0,col1,col2,col3
National Research University – Higher School oh Economics,Moscow,Yevgeny Yasin,Russia
Saint Petersburg Mining Universit,Saint Petersburg,Catherine II of Russia,Russia
Oswaldo Cruz Fondation,Rio de Janeiro,Oswaldo Cruz (O fera),Brazil
The Compbny of Biologists,Cambridge,George Parker Bidder,United Kingdom
University of Westminste,London,Quintin Hogg,United Kingdom
Wkldfowl & Wtlands Trust,WWT Slimbridge,Peter Scott,United Kingdom
Royal College of Physicians of Gdinbrgh,"Edinburgh, 8 Queen Street",Robert Sibbald,United Kingdom
Association internationale des srciologues de langue française,Toulouse,Georges Gurvitch,France
Institut national des langues et!civilisations orientales,Paris,Jean-Baptiste Colbert,France
Fondtion Maison des Sciences de l’Homme,Paris,Fernand Braudel,France
Fondr de Cultura Económica,Mexico City,Daniel Cosío Villegas,Mexico
