col0,col1,col2,col3
Central Methodist University,"411 Central Methodist Square, Fayette, MO, 65248-1198",baccalaureate colleges: diverse fields,United Methodist Church
Centenary College of Louisiana,"2911 Centenary Boulevard, Shreveport, LA, 71134-1188",baccalaureate colleges: arts and sciences focus,United Methodist Church
Centenary College of New Jersey,"400 Jefferson St, Hackettstown, NJ, 07840",master's colleges and universities: medium programs,United Methodist Church
Central Baptist College,"1501 College Avenue, Conway, AR, 72034",baccalaureate colleges: diverse fields,Baptists
Charleston Southern University,"9200 University Blvd, Charleston, SC, 29406-9121",master's colleges and universities: medium programs,Baptists
Chatfield College,"20918 State Route 251, Saint Martin, OH, 45118-9705",associate's colleges: high transfer-high traditional,Catholic Church
Christian Brothers University,"650 East Parkway South, Memphis, TN, 38104",master's colleges and universities: medium programs,Catholic Church
Goshen College,"1700 S Main St, Goshen, IN, 46526-4794",baccalaureate colleges: diverse fields,Mennonite Church USA
Hebrew Union College – Jewish Institute of Religion – Cincinnati,"One W 4th St, New York, NY, 10012-1186",special focus four-year: faith-related institutions,Reform Judaism
St. Olaf College,"1520 St Olaf Ave, Northfield, MN, 55057-1098",baccalaureate colleges: arts and sciences focus,Evangelical Lutheran Church in America
General Theological Seminary,"440 West 21st Street, New York, NY, 10011",special focus four-year: faith-related institutions,Episcopal Church
Southern Methodist University,"6425 Boaz St, Dallas, TX, 75275-0221",doctoral university: higher research activity,United Methodist Church
Liberty University,"1971 University Blvd, Lynchburg, VA, 24515",doctoral university: moderate research activity,Evangelicalism
Gonzaga University,"E 502 Boone Ave, Spokane, WA, 99258-0001",master's colleges and universities: larger programs,Catholic Church
Saint Joseph's University,"5600 City Avenue, Philadelphia, PA, 19131-1395",master's colleges and universities: larger programs,Catholic Church
Providence College,1 Cunningham Square,master's colleges and universities: larger programs,Catholic Church
Villanova University,"800 Lancaster Avenue, Villanova, PA, 19085-1699",doctoral university: moderate research activity,Catholic Church
Loyola University Chicago,"1032 W. Sheridan Rd, Chicago, IL, 60660",doctoral university: higher research activity,Catholic Church
The King's College,"56 Broadway, New York, NY, 10004",baccalaureate colleges: arts and sciences focus,interdenominational organization
North Park University,"3225 W Foster Ave, Chicago, IL, 60625-4895",master's colleges and universities: larger programs,Evangelical Covenant Church
