col0,col1,col2,col3,col4
Dopamine Effect on Inhibitory Control,dopamine,2018-10-01,DEI,40
Yeast Cells as Antioxidant-Producing Probiotics,alpha-tocopherol,2015-08-01,Probiotics,22
The Effects of Nicotinamide Adenine Dinucleotide (NAD) on Brain Function and Cognition,niacin,2017-11-30,NAD,65
Everolimus TDM to Predict Long Term Toxicity,sirolimus,2017-05-16,Foresight,18
S1207 Hormone Therapy With or Without Everolimus in Treating Patients With Breast Cancer,sirolimus,2013-04-01,e3,18
Liposomal Doxorubicin Compared With Observation or Cyclophosphamide and Methotrexate in Treating Older Women Who Have Undergone Surgery for Breast Cancer,doxorubicin,2005-08-01,CASA,66
Non Operative Treatment for Acute Appendicitis,antibiotic,2010-01-01,NOTA,14
Tailored Juice-guided Eradication Therapy,rabeprazole,2016-02-05,HP,20
Reconstructing Consciousness and Cognition,"Anesthetics, Combined",2013-07-01,RCC,20
Evaluation of Pain Perception and Heart Rate in Children Who Received Dental Anesthesia,"Anesthetics, Combined",2017-11-22,RCT,5
