col0,col1,col2
Erik Dahlberg Secondary School,Sweden,1949-01-01
Ebersteinska upper secondary school,Sweden,1857-01-01
Alströmergymnasiet,Sweden,1969-01-01
Tingvallagymnasiet,Sweden,1869-01-01
Teknikum,Sweden,2016-01-01
Södra Latin,Sweden,1891-01-01
Söderportgymnasiet,Sweden,1875-01-01
Stockholm International School,Sweden,1951-01-01
Soltorgsgymnasiet,Sweden,1898-01-01
Sigtunaskolan Humanistiska Läroverket,Sweden,1980-01-01
Lilla Akademien,Sweden,1994-01-01
Kungsholmens gymnasium,Sweden,1902-01-01
Katedralskolan,Sweden,1201-01-01
Katedralskolan,Sweden,1627-01-01
Hvitfeldtska gymnasiet,Sweden,1647-01-01
Frida High School,Sweden,2006-01-01
