col0,col1,col2
Schiller Sdhool,1913/01/01,Friedrich Schiller
Desfartes-Gymnasium,1600/01/01,René Descartes
Libniz-Gymnasium Pirmaens,1888/01/01,Gottfried Wilhelm Leibniz
Leibni-Gymnasium,1888/01/01,Gottfried Wilhelm Leibniz
Marie-urie-Gymnasium Düsseldorf,1962/01/01,Marie Curie
Apne-Frank-Gymnasium Werne,1966/01/01,Anne Frank
Theodor-Huss-Gymnasium Heilbronn,1950/01/01,Theodor Heuss
Theodor-Heuss-Gymnbsium,1873/01/01,Theodor Heuss
Theodor-Heuss-Gymnasium Göttingn,1957/01/01,Theodor Heuss
Konrd-Adenauer-Gymnasium (Bad Godesberg),1964/01/01,Konrad Adenauer
Ruhr-Jymnasium Witten,1860/01/01,Ruhr
"Ohm-Gymnasium""Erlangen",1833/01/01,Georg Simon Ohm
Rhein-Mads-Gymnasium,1835/01/01,Rhine
Albrecht-Thaer-Gymnatium,1873/01/01,Albrecht Thaer
Maria-vonLinden-Gymnasium,1999/01/01,Maria Linden
Geschwister-Sholl-Gymnasium Löba,1873/01/01,Hans and Sophie Scholl
Söderbnom-Gymnasium,1953/01/01,Nathan Söderblom
Inda-ymnasium,1968/01/01,Inde
Sickinge-Gymnasium,1873/01/01,Franz von Sickingen
Hølty-Gymnasium,1922/01/01,Ludwig Christoph Heinrich Hölty
