col0,col1,col2
Marseille 13 KTM 2015,2015-12-31,La Pomme Marseille 13 2014
Roubaix Lille Métropole 2015,2015-12-31,Roubaix Lille Métropole 2014
Novo Nordisk 2015,2015-12-31,Novo Nordisk 2014
Leopard Development 2015,2015-12-31,Leopard Development 2014
Southeast 2015,2015-12-31,2014 Neri Sottoli
RusVelo 2015,2015-12-31,RusVelo 2014
Caja Rural-Seguros RGA 2015,2015-12-31,2014 Caja Rural-Seguros RGA season
UnitedHealthcare 2015,2015-12-31,UnitedHealthcare 2014
Forno d’Asolo-Astute 2014,2014-12-31,Pasta Zara-Cogeas 2013
Bora-Argon 18 2015,2015-12-31,NetApp-Endura 2014
Tinkoff-Saxo 2015,2015-12-31,Tinkoff-Saxo 2014
Wanty-Groupe Gobert 2015,2015-12-31,Wanty-Groupe Gobert 2014
Europcar 2015,2015-12-31,Europcar 2014
Androni Giocattoli-Sidermec 2015,2015-12-31,2014 Androni Giocattoli-Venezuela season
CK Příbram Fany Gastro 2017,2017-12-31,CK Příbram Fany Gastro 2016
Dolmans-Boels 2012,2012-12-31,Dolmans Landscaping 2011
Tre-For 2012,2012-12-31,Tre-For 2011
2013 Team Argos-Shimano season,2013-12-31,2012 Team Skil-Argos season
Rabo Women 2013,2013-12-31,Rabobank Women 2012
Boels Dolmans 2013,2013-12-31,Dolmans-Boels 2012
