col0,col1,col2,col3,col4
Karlstad University,Karlstad Municipality,European University Association,Karlstad,Swedish government agency
Swedish Museum of Natural History,Stockholm Municipality,Biodiversity Information Standards,Stockholm,Swedish government agency
Umeå University,Umeå Municipality,European University Association,Umeå,Swedish government agency
National Library of Sweden,Stockholm Municipality,World Digital Library,Stockholm,Swedish government agency
Swedish National Heritage Board,Stockholm Municipality,Public and Science,Stockholm,Swedish government agency
Karolinska Institute,Solna Municipality,European University Association,Stockholm,Swedish government agency
Lund University,Lund Municipality,European University Association,Lund,Swedish government agency
Umeå University,Umeå Municipality,European University Association,Umeå,open-access publisher
Swedish Museum of Natural History,Stockholm Municipality,Biodiversity Information Standards,Stockholm,national museum
Karlstad University,Karlstad Municipality,European University Association,Karlstad,academic institution
Swedish Museum of Natural History,Stockholm Municipality,Biodiversity Information Standards,Stockholm,ensemble
National Library of Sweden,Stockholm Municipality,World Digital Library,Stockholm,ensemble
Swedish Museum of Natural History,Stockholm Municipality,Biodiversity Information Standards,Stockholm,government agency
