col0,col1,col2,col3,col4
Lucerne Central and University Library,class A Swiss cultural property of national significance,Switzerland,Lucerne,college library
Cantonal Library Thurgau,class B Swiss cultural property of regional significance,Switzerland,Thurgau,memory institution
"Prehistorical museum, Zug",class A Swiss cultural property of national significance,Switzerland,Canton of Zug,memory institution
Glarner Landesbibliothek,class A Swiss cultural property of national significance,Switzerland,Glarus,memory institution
Media center Valais,class A Swiss cultural property of national significance,Switzerland,canton of Valais,memory institution
Library of the canton of St. Gallen,class B Swiss cultural property of regional significance,Switzerland,Canton of St. Gallen,memory institution
Cantonal Library Lugano,class B Swiss cultural property of regional significance,Switzerland,Lugano,memory institution
Cantonal and University Library of Lausanne,class A Swiss cultural property of national significance,Switzerland,Canton of Vaud,memory institution
Cantonal Library of Appenzell Ausserrhoden,class A Swiss cultural property of national significance,Switzerland,Appenzell Ausserrhoden,memory institution
Aargauer Kantonsbibliothek,class A Swiss cultural property of national significance,Switzerland,Aargau,memory institution
Library of the University of Neuchâtel,class A Swiss cultural property of national significance,Switzerland,Canton of Neuchâtel,memory institution
Zentralbibliothek Zürich,class A Swiss cultural property of national significance,Switzerland,Zürich,memory institution
Zentralbibliothek Solothurn,class A Swiss cultural property of national significance,Switzerland,Canton of Solothurn,memory institution
