col0,col1,col2
Unieuro Trevigiani-Hemus 1896,1913-01-01,Todor Kolev Dzhabarski
Funvic Brasilinvest-São José dos Campos,2010-01-01,Ana Paula Luiza Castro
Movistar Team América,2011-01-01,Libardo Leyton
Manzana Postobón Team,2006-01-01,Luisa Fernanda Ríos
Rog-Ljubljana,1949-01-01,Marko Polanc
Aviludo–Louletano,1982-01-01,Antonio Do Adro
Idea 2010 ASD,2010-01-01,Pierantonio Gaffuri
Armée de terre,2011-01-01,David Lima da Costa
Superano Ham-Isorex,2005-01-01,Peter Bauwens
Delko Marseille Provence,2000-01-01,Frédéric Rostaing
Budget Forklifts,2008-01-01,Cameron Watt
MLP Bergstrasse,2010-01-01,Danilo Carocci
Dukla Praha,2003-01-01,Jan Kopac
Black Inc,2012-01-01,Wilfrid Destribois Coudroy
ERA-Circus,2013-01-01,Marc Herremans
Seguros Bilbao,2005-01-01,Santiago Barranco
IAM Cycling,2013-01-01,Michel Thétaz
African Wildlife Safaris,2012-01-01,Stephen V. Cameron
Lokosphinx,2009-01-01,Alexander Kuznetsov
Orgullo Antioqueño,1995-01-01,Héctor Castaño
