col0,col1,col2
Polish Catholic Mission in France,France,Notre-Dame-de-l'Assomption
Saint Christophe de Cléon Saint Aubin Boucle de Seine,France,Saint-Aubin-lès-Elbeuf
Saimaa Orthodox Parish,Finland,Varkaus
Kaustinen and Ullava Parish,Finland,Kaustinen
Kolari Parish,Finland,Kolari
Janakkala Parish,Finland,Turenki
Kangasniemi Parish,Finland,Kangasniemi
Perho Parish,Finland,Perho
Halsua Parish,Finland,Halsua
Hattula Parish,Finland,Hattula
Pieksämäki Parish,Finland,Pieksämäki
Saint-Cléophas,Canada,Church of Saint-Cléophas
Saint-Nom-de-Marie,Canada,Saint-Nom-de-Marie Church
St. Liborius Parish (Jesenec),Czech Republic,Jesenec
Nurmijärvi Parish,Finland,Nurmijärvi
Tapiola Parish,Finland,Tapiola Church
Eura Parish,Finland,Eura
Vihti Parish,Finland,Vihti
Askola Parish,Finland,Askola
Ristijärvi Parish,Finland,Ristijärvi
