col0,col1,col2
Marshall and Fox,1905-01-01,Benjamin Henry Marshall
Miller and Pflueger,1923-01-01,James Rupert Miller
MJP Architects,1972-01-01,Richard MacCormac
Hvidt & Mølgaard,1944-01-01,Orla Mølgaard-Nielsen
Lundgaard & Tranberg,1983-01-01,Lene Tranberg
MAKE Architects,2004-01-01,Ken Shuttleworth
SimpsonHaugh and Partners,1987-01-01,Ian Simpson
"Longfellow, Alden & Harlow",1886-01-01,"Alexander Wadsworth Longfellow, Jr."
Mecanoo,1984-01-01,Erick van Egeraat
Ricardo Bofill Taller de Arquitectura,1963-01-01,Ricardo Bofill
Rogers Stirk Harbour + Partners,1977-01-01,Richard Rogers
Kevin Daly Architects,1990-01-01,Kevin Daly
Patkau Architects,1978-01-01,Patricia Patkau
Muhlenberg Greene Architects,1920-01-01,Frederick Augustus Muhlenberg
EDSA,1960-01-01,"Edward Durell Stone, Jr."
Howlett and Bailey Architects,1960-01-01,Donald Bailey
Albert Kahn Associates,1895-01-01,Albert Kahn
Farrells,1965-01-01,Terry Farrell
Yamasaki & Associates,1955-01-01,Minoru Yamasaki
"Bohlen, Meyer, Gibson and Associates",1853-04-10,Diedrich August Bohlen
