col0,col1,col2,col3
Apollo Survey & Research,China Times,Taipei,Taiwan
Equa bank,Equa Group Limited,Prague,Czech Republic
Infrastructures of Portugal,Government of Portugal,Lisbon,Portugal
Vipps,DNB ASA,Oslo,Norway
Boxa,Anthony Mundine,Sydney,Australia
Rami Levy Communications,Rami Levy Hashikma Marketing,Jerusalem,Israel
Dundee Brewing Company,Genesee Brewing Company,Rochester,United States of America
I. Magnin,Isaac Magnin,San Francisco,United States of America
Disney Character Voices International,The Walt Disney Company,United States of America,United States of America
Ernst Kaps Piano Fabrik,Ernst Kaps,Dresden,German Reich
Lerner Enterprises,Ted Lerner,Tower Oaks,United States of America
Transport Company of the town of České Budějovice,České Budějovice,České Budějovice,Czech Republic
SYNOT Holding,Czech Capital Venture,Prague,Czech Republic
Lorimar Sports Network,Lorimar Television,Dallas,United States of America
GDH 559,GMM Grammy,Khlong Tan Nuea,Thailand
Fight Nights Global,Ziyavudin Magomedov,Moscow,Russia
Wu Lin Feng,Henan Television,Zhengzhou,People's Republic of China
Extrafarma,Ultrapar,Belém,Brazil
