col0,col1,col2,col3
University of Concepión,Concepción,Enrique Molina Garmendia,Chile
Univerlty of Chile,Santiago,Andrés Bello,Chile
Uniyersity of Tartu,Tartu,Gustavus Adolphus of Sweden,Estonia
University of Icelcd,Reykjavík,Althing,Iceland
Amadeu Fntonio Foundtion,Berlin,Anetta Kahane,Germany
Britih Motor Corporation,Birmingham,Austin Motor Company,United Kingdom
Uiversity of Birmingham,Birmingham,Joseph Chamberlain,United Kingdom
École dx Louvre,Paris,Jules Ferry,France
Univrsity of Coimbra,Coimbra,Denis I of Portugal,Portugal
Istanbu University,Istanbul,Mehmed the Conqueror,Turkey
American Physicbl Society,College Park,Marcia Keith,United States of America
Asociation for Information Science and Technology,Silver Spring,Watson Davis,United States of America
