col0,col1,col2
Lotto-Soudal 2018,Kurt Van De Wouwer,Marc Sergeant
Lotto-Soudal 2017,Kurt Van De Wouwer,Marc Sergeant
Lotto-Soudal 2016,Kurt Van De Wouwer,Marc Sergeant
GW Shimano 2018,Víctor Hugo Peña,Víctor Hugo Peña
Baby-Dump 2016,Piet Rooijakkers,Piet Rooijakkers
Cofidis 2018,Cédric Vasseur,Cédric Vasseur
Hagens Berman Axeon 2018,Axel Merckx,Axel Merckx
Axeon-Hagens Berman 2017,Axel Merckx,Axel Merckx
Axeon-Hagens Berman 2016,Axel Merckx,Axel Merckx
Tre Berg-Bianchi 2016,Thomas Löfkvist,Thomas Löfkvist
Kuwait-Cartucho.es 2017,Jesús Rodríguez Magro,Othman Almutairi
Katusha-Alpecin 2018,Torsten Schmidt,Valerio Piva
Virtu Pro-Veloconcept 2016,Jacob Nielsen,Jacob Nielsen
W52-FC Porto 2017,Nuno Ribeiro,Nuno Ribeiro
W52-FC Porto 2016,Nuno Ribeiro,Nuno Ribeiro
WB-Aqua Protect-Veranclassic 2018,Frédéric Amorison,Frédéric Amorison
Interpro Academy 2017,Stephan Forest,Stephan Forest
Tarteletto-Isorex 2017,Joeri Clauwaert,Peter Bauwens
Caja Rural-Seguros RGA 2018,Rubén Martínez,Juan Manuel Hernández
Bardiani CSF 2017,Stefano Zanatta,Roberto Reverberi
