col0,col1,col2,col3,col4
I.T.G. G. Galilei Lecce,Istituto Istruz.Sec.Sup.Galilei Costa,istituto tecnico,Lecce,Italy
Istituto Tecnologico Liside,Liside,istituto tecnico,Taranto,Italy
I.T.C.G.Celli,G.Celli,istituto tecnico,Cagli,Italy
Itc Serale Viadana,Is E.Sanfelice,istituto tecnico,Viadana,Italy
Vittorio Bachelet,I.I.S.S. (I.T.C. - I.P.S.I.A.),istituto tecnico,Gravina in Puglia,Italy
Rinaldo D'Aquino,Ist. Sup. Rinaldo D'Aquino,istituto tecnico,Bagnoli Irpino,Italy
I.T.G. Galilei Serale,G. Galilei,istituto tecnico,Crema,Italy
I.I.S.  Pertini - Santoni,I I.S.  Pertini - Santoni,istituto tecnico,Crotone,Italy
I.T.T.L. Nautico C. Colombo-Camogli-,I.T.T.L. Nautico San Giorgio,istituto tecnico,Camogli,Italy
Raimondo Pandini,Istituto Istruzione Superiore,istituto tecnico,Sant'Angelo Lodigiano,Italy
L. Casale,A. Gobetti Marchesini - Casale - Arduino,istituto tecnico,Turin,Italy
Gemmellaro - Amministfin. E Mkt,Is Carlo Gemmellaro,istituto tecnico,Catania,Italy
I.T.C. I.T.E. S.Calvino Trapani,I.I.S. S.Calvino - G. B. Amico,istituto tecnico,Trapani,Italy
Manerbio,I.S. Pascal-Mazzolari - Manerbio,istituto tecnico,Manerbio,Italy
